score,date,content,writer_id,like_count,dislike_count,source
10,2026.05.27 11:42,오랜만에 신선한 영화 잘봤습니다,zkdn****,468,14,네티즌
10,2026.05.27 11:04,유튜브로 봤을때보다 공포가 5배는 커지는거 같음보는 동아누긴장해서 팝콘 한입도 안먹었어요ㅋㅋ,dleh****,434,13,네티즌
10,2026.05.27 11:26,보면서 숨 막히는 영화는 오랜만인듯ㄹㅇ 스릴러 그 자체,wood****,212,9,네티즌
10,2026.05.27 09:37,기대를  너무 많이 했나 백룸  ... 화이팅,lms9****,287,117,네티즌
10,2026.05.27 19:59,진짜 잼써요.. 동생이랑 봤는데… 올반에 쫄깃한 영화 봤네요묘한…공포에요 ㅋㅋ,cla1****,167,6,네티즌
9,2026.05.27 10:33,백룸의 공간 스케일에 비해 공포 수위도 낮고 내용 전개 및 결말이 전반적으로 아쉬움.. (쿠키영상 없음),bbsa****,241,110,네티즌
10,2026.05.27 11:02,기대한 것 보다 백룸의 이해가 높아서 좋았어요,visu****,112,12,네티즌
10,2026.05.27 11:32,몰입감 미쳤네.... 조여오는 기분이 너무 무서움,darb****,103,9,네티즌
10,2026.05.27 11:31,보면서 알았음 내가 다한증 있다는 걸,jaso****,61,10,네티즌
10,2026.05.27 11:25,공포영화 잘 보는 편인데도 이거 진짜 무섭네요...,jeon****,58,12,네티즌
10,2026.05.28 01:51,너무 좋다 감독이 백룸이라는 콘셉트를 너무 잘 이해하고있는것같음. 너무너무 좋음! 생각보다 심오해서 더 좋았음. 생각할 수록 재미있는 영화,cses****,48,4,네티즌
10,2026.05.27 19:13,분위기랑 공간 연출은 괜찮은데스토리는 살짝 난해했음 ㅋㅋ근데 백룸 특유의 불쾌한 감성 좋아하면 볼만함,yobo****,55,11,네티즌
10,2026.05.27 19:23,인생영화네여 꼭한번 보시길 보고 관람평부탁^,ksun****,42,3,네티즌
10,2026.05.27 20:17,오랜만에 역대급으로 몰입해서 본 영화예요 공포 영화 보고 소름 돋은 거 진짜 오랜만이네요,kjmh****,38,7,네티즌
9,2026.05.27 13:59,이렇게 상영관이 조용했던 영화는 처음이다,hany****,40,13,네티즌
10,2026.05.28 02:15,진짜 너무 너무 재미있어요,qsza****,31,7,네티즌
9,2026.05.27 21:44,ㄹㅇ 소리로 숨을 조이는 영화….개인적으로 갑툭튀많은 영화보다 재밌게 본듯,333j****,26,4,네티즌
10,2026.05.27 20:24,오랜만에 몰입감 진짜 최고시다!!!! 공강 압박감이 말도 못함….ㅠㅠㅠ방탈출 매니아인 남편 아주 난리났음….휴!!!,wsj8****,24,4,네티즌
10,2026.05.28 00:48,너무너무재밋고무섭고소름끼침두시간이아깝지않아요,oys0****,21,3,네티즌
10,2026.05.27 19:24,생각보다 심오했던것 같음,lsh2****,23,6,네티즌
10,2026.05.27 19:14,이런 장르물 되게 좋아했었는데 영화화된거 보니까 되게 쫄깃하네요 ㄷㄷ 방에서 자꾸 뒤돌아보게됨,powe****,19,3,네티즌
10,2026.05.27 17:08,완벽하지 않는 세계에서 완벽하지 않은 나를 마주한....변하지 않아도 된다니..,namy****,19,3,네티즌
10,2026.05.27 12:13,현실같은 공간이라 소름돋고 분위기가 공포였음ㅠ 공포영화는 이런맛으로 봐야댐,as19****,18,3,네티즌
8,2026.05.28 01:56,A24 영화 특유의 색이 진함. 그냥 딱 a24느낌 뇌절없어서 좋았어요. 그리고 백룸 가지고 스토리랄게 있을까 했는데 있네요.. 아름다웠습니다,nrev****,15,5,네티즌
10,2026.05.29 12:17,심리적인 압박감으로 승부하는 영화라 개인적으로 내 스타일..,agdz****,11,2,네티즌
10,2026.05.27 19:40,연출 공포 분위기 개미침 ㄷㄷ,reo0****,11,3,네티즌
10,2026.05.27 16:52,"초, 중반까지 원작의 요소를 지키면서 전개가 중반을 넘어서면서 부터는 백룸이란 것에 대한 감독의 해석을 넣은 듯 했습니다. 뭐라 한마디로 표현하기도 어렵고 정의를 내릴 수 없는 게 백룸의 매력이라고 생각하는데 흥미롭게 잘 봤습니다. 영화 끝나고 나오면서도 이걸 뭐라고 표현해야 하나? 하는 감정이 불쾌하기 보단 재밌었습니다.",tmdg****,11,3,네티즌
10,2026.05.28 20:55,잘 안남기는데 재밌네요 ㅎㅎ강추!!,kmj0****,9,2,네티즌
10,2026.05.28 16:16,스토리가 아주 여운이 남는 공포영화. 무조건 보세요. 땀까지 남,skql****,9,2,네티즌
10,2026.05.28 03:59,재밋어요 아주 무섭고 감동스러워요,dogc****,7,1,네티즌
10,2026.05.28 13:21,기다렸던 영화인데 진짜 장난아님..폐쇄된 공간이 주는 무서움이란게 이런건가 싶음연기 영상미 영화가 주는 분위기 전부 미쳤으니까 꼭꼭 보시길..,cape****,8,2,네티즌
10,2026.05.28 10:54,초반은 좀 천천히 가는데 그 분위기 쌓이는 맛이 있음..,fyor****,8,2,네티즌
10,2026.05.27 21:39,개큰감명과감탄을느낌,dham****,8,2,네티즌
10,2026.05.27 20:55,저무서워서잠못잘거같아요,sunh****,8,2,네티즌
10,2026.05.27 20:26,아무 의미 없는 영화 그래서 빽룸인 영화 이해하지 마세요. 의미가 없어요.,pudi****,13,7,네티즌
6,2026.06.01 17:21,새로운 시도는  좋은데영화가 무엇을 얘기 할려고 하는지  모르겠음,dene****,5,0,네티즌
1,2026.06.01 17:11,백룸은 유투브로 끝냈어야한다... 보다자다,dlad****,8,3,네티즌
10,2026.05.27 21:22,아니 내가보기전에 평점이6점대여서 기대하나도안하고봤는데 이거진짜레전든데 말로표현을못하겠어 분위기랑 사운드로 주는 공포감이 진짜 충격이였음,ppcc****,5,1,네티즌
9,2026.05.28 10:52,중간부터는 나도 같이 길 잃은 기분 들었음 ㅋㅋㅋ,cfqe****,6,2,네티즌
10,2026.05.27 20:17,뻔할 수도 있는 소재를 심리적 스토리로 잘 풀어냈다,pds0****,6,2,네티즌
10,2026.05.27 15:45,미쳤다 2026 최고의 영화,han_****,6,2,네티즌
10,2026.05.28 00:48,처음 감상평 남깁니다 회수 안된 부분들이 있긴 한데 신박하고 재밌어요,seom****,7,3,네티즌
10,2026.05.27 20:17,귀막고 보면 안무서운 ㅋㅋㅋㅋ 소리가 진짜 무서워요영상 자체가 무서운건 아니고 기괴한?? 재밌어요. 아이맥스로 보면 더 재밌을것같아요,supe****,7,3,네티즌
10,2026.05.27 19:31,봉준호감독이 과거 인터뷰에서 보고나면 오만가지 생각이 나는 영화를 만들고 싶다는 얘기를 하는걸 본적이 있는데 이 영화가 바로 오만가지 생각을 하게하는 영화가 아닌가 싶습니다,yell****,10,6,네티즌
4,2026.06.30 23:21,이 뭔가 싶음.. 아쉽네. 많이,kies****,3,0,네티즌
10,2026.06.11 12:16,아 진짜 큰일났네 상영 5분전인데 나 혼자 있다 관객....하 야발,dlff****,3,0,네티즌
6,2026.06.07 17:37,그래서 그 공간은 어디죠? 그래서 그 회사는 뭐죠? 그래서 주인공 서사는요?,ncw1****,3,0,네티즌
7,2026.06.06 23:21,"백룸 하나도 모르고 보면 ""그래서 이게 뭔데.."" 하는 타이밍에 영화가 끝나버림 그래도 한 가지 확실한 건 백룸을 봤든 안 봤든 영화를 보고 나면 정신병을 얻을 수 있다는거..",viky****,3,0,네티즌
10,2026.06.03 18:17,설정 자체가 흥미로워서 좋았어요!!,59cb****,3,0,네티즌
9,2026.06.03 18:11,연출이 깔끔 기대치보다 훨씬 위였슨~,5524****,3,0,네티즌
10,2026.06.03 09:43,기대 안 하고 봤다가 만족했습니다.,qz2h****,3,0,네티즌
10,2026.06.03 02:31,"2시간짜리 백룸 영상은.. 사실상 ""귀하다"" 자본이 들어가서 더 좋다 ㅋㅋㅋㅋ 뭔지 모르시면 유튜브에 쳐보세요 님들! 그 플리같은거 뜨는데, 그게 이 사람이 만든거임 사실상 이 사람이 이 장르를 직접 만들었다고 봐도됨 ㅋㅋㅋ",cbhm****,3,0,네티즌
10,2026.06.02 23:47,제가 지금까지 본 공포 영화 중에 가장 독창적인 것 같아요. 어디서 이런 아이디어를 얻었을까 싶을 정도예요,tc3m****,3,0,네티즌
10,2026.06.02 23:45,진짜 엄청나게 신선해요. 상상도 못 했던 전개에 깜짝 놀랐습니다. 뇌가 짜릿해지는 느낌,s5jd****,3,0,네티즌
6,2026.06.01 15:40,딱히 재미있지도 않았는데 재미없지도 않음. 애매함.,kim_****,3,0,네티즌
10,2026.05.31 22:53,이 정도면 충분히 재밌는 영화인데 악플들이 많네요?,zm0j****,3,0,네티즌
10,2026.05.31 19:45,우리가 무의식중에 느끼던 불쾌한 기시감과 미지의 공간에 대한 두려움을 스크린에 완벽하게 구현해낸 매력적인 공포 영화였습니다.,qort****,3,0,네티즌
9,2026.05.29 23:39,호불호 씨게 갈릴 듯..,wfta****,3,0,네티즌
10,2026.05.28 23:16,근래 본 영화중 제일 심장쫄깃.ㄷㄷ,ton0****,3,0,네티즌
10,2026.05.27 21:10,재미있는 영화 랜만이라 너무 설렜어요 방탈출 좋아하는 분들한테 완전 추천해요 흔한 내용이 아니라 너무 좋았어요!,kjmk****,3,0,네티즌
10,2026.06.11 19:14,호불호 너무 심하게 갈리길래 안 무서울까봐 걱정하면서 보러갔는데진짜 조온나 재밌음 누가 갑툭튀없다했냐 진짜개무섭고 다들 사운드 칭찬많이 하는데 ㄹㅇ사운드 잘 쓴듯 진짜 ㅅㅁㅈ ㅋㅈㄹ 같은 오컬트물 안무워하고 긴장이 계속 이어지는찐스릴어물 좋아하면 무조건봐라 ㅈㅉ 인생작임,sieu****,4,1,네티즌
10,2026.06.11 11:53,평점보다가 왜 알바쓰냐는 댓글 어이없어서 남김. 영상미 좋고 보는 내내 쫄렸는데 백룸 모르는 사람이 보기에도 좋고 재밌음. 엔딩이 조금 애매하긴 한데 차기작 예정되어 있는거라 그런 느낌? 여튼 호불호 갈릴수도 있지만 리미널 스페이스 좋아하는 사람이면 좋아할거라 생각함. 근데 단점이 애들이 너무 많아서 시끄러움..,hifr****,4,1,네티즌
10,2026.06.03 00:35,리미널 스페이스 관련 이미지 볼 때 힐링이었어서 예고편 일절 안보고 힐링영환줄 알았는데..,keem****,4,1,네티즌
6,2026.05.31 22:56,"""제 앞에 있던 초딩들을 백룸에 보내고 싶었습니다",prom****,4,1,네티즌
10,2026.05.29 18:23,재미있다고해서 가서 봤는데너무 재미있고 스릴 넘쳤습니다!!!!다들 가서 한번씩 보시면 좋겠습니다,oooo****,4,1,네티즌
10,2026.05.28 13:34,주변에 추천 받아 오랜만에 영화 봤는데 재밌었습니다 추천!,chu_****,5,2,네티즌
10,2026.05.28 13:22,"감독 입봉작이 이거라는데 후에 어떤식의 영화를 만들어낼지ㅋㅋㅋ흥미진진하게 봤습니다. 사전 지식이 약간은 필요하고, 알면 훨씬 더 몰입할 작품인 것 같아요",bora****,5,2,네티즌
10,2026.05.27 19:47,올해 최고의 영화 반드시 극장가서 봐라 영상미 연출 최고,kjh3****,5,2,네티즌
10,2026.05.27 17:13,개ㅐ가가웅어ㅓ웅우어,lime****,5,2,네티즌
8,2026.05.27 15:48,공포영화 잘 못 보는 사람인데 무서워 죽는 줄 알았습니다. 조조로 혼자 봄. 스토리고 뭐고 그냥 무서웠습니다. 슬로우번이고 중후반부에 클라이맥스인 게 유전이랑 좀 비슷합니다. 생각보다 사운드가 너무 빵빵해서 공포 좋아하시는 분들은 돌비에서 보십쇼.. 장르 자체가 애초에 완벽한 기승전결을 기대하기가 힘들다고 생각함. 결말 잘 이해 안됐어서 2점 깜,heis****,5,2,네티즌
1,2026.06.01 17:33,시간을 때워야만 하는 나에게 영화관을 백룸으로 만들었다. 스크린을 넘어 찾아온 진정한 공포였다.,masi****,6,3,네티즌
10,2026.05.28 21:11,무서운거 잘못보는데 역대급 공포영화였음....너무긴장해서 팝콘도 다못먹을 정도,job_****,6,3,네티즌
2,2026.06.06 18:35,"이거 리뷰 왜 다 재미있어해요?? 진심 재미 없는데, 내가 이해력 부족인건가?너무 지루하고 재미없었음결과는 이게 무슨영화일까? 갸우뚱",alru****,7,4,네티즌
1,2026.06.05 12:42,이제 영화 평점은 최신순으로만 보자. 이런 망상증 영화를 높은 평점으로 하는 건 그저 댓글 알바들뿐이다.,puru****,7,4,네티즌
10,2026.07.15 16:41,밑에 너는 데이트 망한게 영화 때문이 아닐텐데 ㅋㅋ,dani****,2,0,네티즌
7,2026.07.12 23:59,공중 화장실에 갇힌 기분,sunj****,2,0,네티즌
6,2026.06.20 19:15,음? 하고끝나는 영화..모르겠다..,pioi****,2,0,네티즌
10,2026.06.20 01:15,신선했다케인 파슨즈 화이팅,issa****,2,0,네티즌
10,2026.06.20 00:45,영화보고 백룸 세계관을 계속 찾아보게 됨,qazp****,2,0,네티즌
8,2026.06.19 19:53,스토리가 난해했지만 폐쇄된공간에서 쫒기는 연출은 더위가싹가시는 공포를 느끼게했어요 ..그런면에서는간만에 몰입해서 본거같아요 ..,hyp2****,2,0,네티즌
10,2026.06.18 02:02,단절되고 어디로 가야 하는지 모르는 세상 속 우리는 끊임없이 알지 못할 두려움에 쫓긴다,bjk3****,2,0,네티즌
7,2026.06.12 22:30,개인적으로는 호였음. 나름 꽤나 긴장감 있게 잘 봤음. 근데 막 엄청 공포공포한 영화는 아님. 약한 공포영화 정도? 초반에 빌드업을 위해 깔아두는 부분은 꽤 지루하긴 했음. 영화 끝나고 같이 본 지인끼리 서로 추론하면서 자기 생각 얘기할 때가 제 2의 재미인듯.단순 대중성을 노린 작품은 아니라서 호불호 많이 탈 것 같음. 보면서 계속 기억하고 생각하고 의미를 찾아내려고 하는 류를 좋아한다면 시도해볼만 함. 단순하고 간단하고 딱딱 정해주는 류를 좋아하는 성향이라면 봤다가 후회할 가능성 높음. 쉽게 생각하면 열린결말 안 좋아하면 안 보는거 추천.,gaka****,2,0,네티즌
10,2026.06.12 22:25,불편하고 기이한 기억의 공간,king****,2,0,네티즌
6,2026.06.09 10:05,주인공들이 너무 발연기를해서 아쉬웠음후반부는 게임 잘 구현했고전반부는 상당히 루즈함,clic****,2,0,네티즌
10,2026.06.08 22:31,평소에 전시회 좋아하는 사람에게는 추천하고 전시회 같은거 이해 못하면 비추천 이것은 현대미술이다.,dytj****,2,0,네티즌
6,2026.06.08 20:15,같은 영화 본거 맞냐? 갑툭튀가 없었다고? 결말도 벙찌고 문화의날 아니였으면 돈 날린거였다영상미는 최고,guju****,2,0,네티즌
6,2026.06.07 23:49,아저씨 혼자 떠들다 끝나는 저 예산 영화,s941****,2,0,네티즌
10,2026.06.07 23:21,집에 와서 후기 읽는 재미도 있다.,ninr****,2,0,네티즌
10,2026.06.07 23:19,절제된 서스펜스 흥미로운 서사,dizl****,2,0,네티즌
10,2026.06.07 23:00,평소 취향은 아닌데 괜찮게 봤다.,4ffq****,2,0,네티즌
10,2026.06.07 18:47,긴장감이 엄청납니다.,kgu3****,2,0,네티즌
10,2026.06.07 18:45,집 가는 길에 영화 얘기만 하다가 도착했다.,2rfw****,2,0,네티즌
6,2026.06.07 18:43,쫄보인데 진짜 하나도 안 무서움 초반에 캠코더 장면 진짜 멀미 개오졌음…세계관은 좋은데 추격씬 기대하는 사람들은 보지마세요,shin****,2,0,네티즌
6,2026.06.07 17:19,굉장히 심오하다....이해하기 어렵고 우리가 아는 노란벽지 백룸은 맞지만 그 이상은 나오지않음 도시괴담과 조금 먼거같음,zoxx****,2,0,네티즌
10,2026.06.07 14:02,갑툭튀 없다는 베댓 죽을래 진짜?,lsj0****,2,0,네티즌
10,2026.06.07 12:53,20살 감독이 이런 연출과 스터리를 만들었다니 정말 재밌게 봤어요 이런 장르가 계속 많이 나왔으면,bbs6****,2,0,네티즌
10,2026.06.07 12:51,이 정도면 재관람 생각도 있다.,2d5v****,2,0,네티즌
10,2026.06.07 12:05,극장 불 켜지고 나서야 긴장이 풀렸다.,ca2m****,2,0,네티즌
8,2026.06.07 10:56,갑툭튀없다는 건 거짓말이고 무서운 거 진짜 못 보는 사람으로서 그냥 볼 만 합니다! 막 1점짜리 영화는 진짜 아님,seoy****,2,0,네티즌
10,2026.06.06 19:41,무섭다기보다는 기분이 이상해지는 쪽이다.,9q6b****,2,0,네티즌
10,2026.06.06 19:36,같이 본 친구랑 평가가 완전히 갈렸다.,o45o****,2,0,네티즌
10,2026.06.06 19:32,혼자 봤으면 더 집중해서 봤을 것 같다.,atdp****,2,0,네티즌
10,2026.06.06 19:29,극장 나와서도 머릿속이 복잡했다.,fxju****,2,0,네티즌
10,2026.06.06 19:25,광고에서 받은 인상과 실제 내용 차이가 꽤 크네,tu56****,2,0,네티즌
8,2026.06.06 19:22,기대 이상 이였음 사람들이 재밌다고 해서 봤는데. 나쁘지 않음 공간에서 주는 스릴 좋았음,bbhb****,2,0,네티즌
7,2026.06.04 23:56,공포 보단 인간 심연의 닫힌 방에 들어갔다 나온 느낌 심리미스터리에 가까움,foma****,2,0,네티즌
10,2026.06.03 02:18,조금 직접적이긴 하나 재밌게 잘 봄,xdin****,2,0,네티즌
10,2026.06.03 02:15,05년생 감독이라는 것에 집중할 필요가 있음. 힙한 영화라고 생각함.,rqql****,2,0,네티즌
10,2026.06.03 02:15,"매일 보던 문, 매일 걷던 복도가 무서워지기 시작했다. 일상 파괴 영화네 이거ㅋㅋㅋ",rvbi****,2,0,네티즌
10,2026.06.03 02:10,"익숙한 공간이 낯설게 다가오는,,,",siot****,2,0,네티즌
10,2026.06.03 02:08,백룸 이해도 높은거 ㅇㅈ,xzwd****,2,0,네티즌
10,2026.06.03 02:05,공포와 미스터리의 균형이 좋았어요.,sl6m****,2,0,네티즌
10,2026.06.03 01:59,몰입해서 보다 보니 러닝타임이 금방 지나갔!!,t0me****,2,0,네티즌
10,2026.06.03 01:59,재미있게 잘 보았습니다.,ectt****,2,0,네티즌
10,2026.06.03 01:52,리미널 스페이스?? 와 ㄷㄷ 저는 이런 기술 처음보네요 3D인가요?,lbjc****,2,0,네티즌
10,2026.06.03 01:45,이정도의 몰입감있는 느낌은 처음입니다. 05년생 감독님 좋네요,qudy****,2,0,네티즌
10,2026.06.03 01:25,최근 본 공포물 중에서 상위권임~,tpyo****,2,0,네티즌
10,2026.06.03 01:21,시간 가는 줄 모르고 봤네요.,ty5c****,2,0,네티즌
8,2026.06.03 00:34,반복된 회상 끝에 왜곡된 트라우마가 굳어지는 과정을 백룸이라는 공간에 정교하게 새겨 넣는다,wani****,2,0,네티즌
10,2026.06.03 00:30,극장 사운드로 봐야 진짜 매력을 느낄 수 있는 영화!! ! !,xk0v****,2,0,네티즌
10,2026.06.03 00:25,1점 주는 사람들 알바아닌가요? 개인취향에 너무 잘 맞았고 태어나서 본 영화중에 다섯손가락 안에 들 정도로 재밌었고 몰입감과 스릴러는 본 영화중에 제일 재밌었습니다. 공간을 너무 잘 썼어요. 인시던트나 인셉션이 중하 정도의 공간감을 활용했다면 이 영화는 영화에서 쓸 수 있는 모든 공간감을 활용했음 (참고로 imdb top100 영화 절반이상 시청했고 부국제 시즌도 5OO 넘게 시청하러 갔슴다),ohch****,2,0,네티즌
9,2026.06.03 00:17,중간중간 소름 돋는 장면들이 꽤 많네요ㄷㄷ,ysqi****,2,0,네티즌
9,2026.06.03 00:09,혼란스러운 현실을 마주하기보다는 자신만의 루틴에 갇혀 지내는 것이 더 편안할 수 있다. 마치 주인공처럼.,shin****,2,0,네티즌
10,2026.06.03 00:00,심리적으로 압박하는 느낌의 무서움ㄷㄷㄷㄷ,z7oq****,2,0,네티즌
10,2026.06.02 23:47,단순 공포가 아니라 뭔가 철학적인 메시지도 담고 있는 것 같아요. 곱씹을수록 의미가 느껴지는 영화.,soaf****,2,0,네티즌
8,2026.06.02 11:20,귀신없이도 충분히 공포스러움을 만들어낼 줄 아는게 진짜 공포영화의 모습.,taij****,2,0,네티즌
8,2026.06.02 03:46,"무의식에도 질량이 존재한다면, 매립지가 필요하겠지? 라는 상상이 만들어 낸 세계랄까. 이 영화가 다루는 세계관의 창조주는 꽤나 합리적이다. 무한히 팽창하는 거시세계만큼이나 미시세계 또한 무한히 팽창하며 혹 그 경계를 드나들 때를 대비해 우리가 만들어 낸 모양의 세계로 구현해놨으니..! 클락이 잠시나마 백룸에서 그 존재들과 지낼 수 있던 이유는 '인셉션'의 꿈의 자각과 맥락을 같이 한다고 볼 수 있겠다. 의식세계에서 매 순간 처절하게 자기이기를 부정하던 인간이 무의식세계에서 마침내 자기 본 모습을 인정한 순간, 그 세계에선 공존할 수 없는 존재가 되어버렸으니. 이 또한 두 세계의 왜곡된 충돌을 방지하기위한 합리적인 창조주의 코딩이었을지도..",takj****,2,0,네티즌
10,2026.06.01 20:59,무섭다기보다는 기분 나쁘게 불안한 영화. 보는 내내 꿈속 미로에 갇힌 느낌이었다. 스토리는 호불호가 갈릴 수 있지만 공간 연출만큼은 정말 인상적. 백룸 특유의 분위기를 좋아한다면 추천,dlrm****,2,0,네티즌
10,2026.05.31 22:31,불쾌한 꿈을 꾼 뒤의 기분을 정확히 재현했다,ryiy****,2,0,네티즌
10,2026.05.31 21:42,원작의 시각적 고증은 정말 완벽하더라고요. 단순한 인터넷 괴담을 스크린으로 이 정도 깊이까지 확장한 연출력은 정말 대단한 것 같습니다. 이스터에그 찾는 재미도 쏠쏠했고요,wlrt****,2,0,네티즌
8,2026.05.31 21:42,"촬영기법 및 영상미가 돋보이며, 배경음에서 오는 긴장감이 매우 인상적! 다만, 전개가 다소 빠르다보니 중간에 나오는 공간이나 장면에 의미가 있는 트랙이 곳곳에 잘 녹아져 있음. 따라서 화면이 확확 전개될 때마다 인물의 심리나 상징성을 바로바로 확인하고, 느껴야 하는 부분이 있음. 그래서 아무 생각없이 보면 너무 지루할 수 있음(그만큼 생각을 해야하는 부분이 많음)",chul****,2,0,네티즌
6,2026.05.31 16:39,감독이 예술병걸려서공포 장르라는 특성을 망각한 듯스토리 진행될수록 개연성 없어지고 걍 웃김,forg****,2,0,네티즌
10,2026.05.30 19:37,"점프 스케어 없이 사람 숨통을 조이는 역대급 미스터리 스릴러맨날 왁! 하고 소리 지르며 깜짝 놀라게 하는 뻔한 공포영화에 지쳤다면 이 영화가 정답이다. 고어물처럼 피 한 방울 튀기지 않는데도, 사람 정신을 완전히 피말리게 만드는 기묘한 압박감이 압권이다.",59ki****,2,0,네티즌
10,2026.05.30 19:33,역대급 영화 너무 재미있어요,jang****,2,0,네티즌
6,2026.05.30 18:56,좋지도 나쁘지도 않은 스토리와 연출이었습니다무언갈 많이 담고 싶은 느낌이라 가볍게 느껴지기도 했습니다.주의할 점은 주말 오후6-7시 전에는 가지마세요.초등학생분들 진짜 뛰어다닙니다.15세로 알고있는데 딱히 제제도 없어서 난리납니다.,naze****,2,0,네티즌
10,2026.05.29 23:41,너무 무서웠어요 여름영화로 딱인듯 ㅋㅋ재밌게 봤습니다,jmyo****,2,0,네티즌
9,2026.05.29 23:40,참신하긴 한데 아무래도 대중적인 재미보다는 매니아층 저격용 영화인 듯 ㅠㅠ,yqmk****,2,0,네티즌
10,2026.05.29 23:40,너무 무서워용 근데 재밌었습니다!,hhwa****,2,0,네티즌
10,2026.05.29 23:39,"영화 백룸은 화려한 공포보다 음산한 분위기와 심리적인 불안감을 강조한 작품이다. 끝없이 이어지는 복도와 형광등 소음이 답답한 공포를 만들며, 관객까지 길을 잃은 듯한 느낌을 준다. 스토리는 다소 난해할 수 있지만, 설명되지 않는 공간이 주는 기묘한 분위기가 오래 기억에 남는 영화였다.",kyou****,2,0,네티즌
6,2026.05.29 23:16,아… 내가 아는 백룸은 이런게 아닌데….아니 20대에 이런 상상하는건 좀 대단하긴한데 오히려 뭔가 괴물이 달라져서 문제가 된 느낌?그리고 영화 장면들을 보면 청불이 딱 맞는 느낌임.그리고 이해가 안가는 부분이 많고 뭐를 전하려는지 알기 어려움… 뭔가 단편영화보다 더 끔찍한 느낌 원래 괴물이 딱 맞는듯 너무 심오한 스토리임.오히려 백룸의 이미지가 더 흑화된 느낌임. 그리고 소음이 너무 심하고 관람평에 갑툭튀 없다고 한 어느 댓글 때문에 영화 끝나고 팝콘 줍고있는 꼬라지 됐습니다^^,thet****,2,0,네티즌
9,2026.05.29 20:59,오랜만에 오싹하니 잘 봤네용 ㅋㅋㅋ,wnbc****,2,0,네티즌
10,2026.05.29 18:36,"스릴러물이지만 세련되었고,그 세계관을 이해하면 더더욱 빠져든다.곧 꺼져버릴것같은 옛날 깜빡이는 형광등을 보면,또 그런 소리가 들리면 생각이 많아질것같다.",bana****,2,0,네티즌
10,2026.05.29 17:35,공포영화보다 미스터리 장르를 좋아하는 편인데 이 작품은 공간 자체를 이야기로 활용한 점이 인상적이었다. 독특한 경험.,7una****,2,0,네티즌
10,2026.05.29 17:33,아들이 보고 싶다고 해서 같이 봤는데 예상보다 잘 만들었네요. 요즘 공포영화 중에서는 신선한 편이었습니다.,psez****,2,0,네티즌
10,2026.05.29 17:32,공포를 소리 지르게 만드는 방식이 아니라 천천히 스며들게 만든다. 이런 연출은 꽤 오랜만에 본 것 같다.,pp0h****,2,0,네티즌
10,2026.05.29 14:37,간만에 재미난 영화 봤네요.호불호가 있을수가 있으나 저는 참 재미났어요,alan****,2,0,네티즌
10,2026.05.29 14:37,게임은 무서우면 끄면되지...극장 탈출구...없더.. 강제격리... 손에땀나 죽는줄 ㅠㅠㅠㅠ,wjss****,2,0,네티즌
10,2026.05.29 14:36,백룸 관련 유튜브만 보다가 영화보니까 재밌네요,srin****,2,0,네티즌
10,2026.05.29 14:36,"처음부터 끝까지 몰입해서 본 영화입니다. 스토리와 연출, 배우들의 연기가 모두 훌륭했고 여운이 오래 남았습니다. 꼭 한 번 보시길 추천합니다!",jo-o****,2,0,네티즌
10,2026.05.29 14:35,일단 뻔하디 뻔한 공포영화에 좀 벗어나고싶다 나는 색다른 공포를 원한다 하시는분들 적극 추천입니다 솔직히 기대는 안하고 봤는데 남편이랑 둘이 봤는데 둘다 손에 땀철철;;;말그대로 나도 영화관에 갖힌 기분이랄까....찝찝하면서 중독됨 ㅜㅜㅜ 공포영화좀 봤다 하시는분들은 꼭 영화관에서 상영추천합니다,wldu****,2,0,네티즌
10,2026.05.29 14:35,현실과 비현실의 경계가 흐려지는 분위기가 정말 압도적이었어요 단순한 공포보다도 알 수 없는 공간에서 오는 불안감이 오래 남는 작품인거같아요조용한 연출인데도 긴장감이 계속 이어져서 몰입해서 봤네요,park****,2,0,네티즌
9,2026.05.29 13:54,긴장감 때문에 팝콘 먹는 것도 까먹고 봤다..,jdlj****,2,0,네티즌
10,2026.05.29 13:52,진짜 오랜만에 심장 쫄리면서 봤음 와.. 진짜 후덜덜,khs5****,2,0,네티즌
10,2026.05.29 13:51,배우들 연기 미첫슴돠 너무 재밋게봣어요 강추!!!,jsm0****,2,0,네티즌
10,2026.05.29 13:46,ㅜㅜㅜㅜ무서워요ㅠㅠㅠ근데 재밌어요 공포 영화 좋아하시는 분들께 추천드려요! 스토리도 연기도 좋았습니다,dmsw****,2,0,네티즌
10,2026.05.29 13:41,오랜만에 제가 좋이하는 장르와 분위기의 영화라정말 재밌게 봣구요 단어는 생각이안나지만 비바리움처럼 뭔가 불편한?느낌이 드는 초현실적인 공포영화였어요 !,evan****,2,0,네티즌
8,2026.05.29 12:52,전체적으로 영상미가 꽤 괜찮아서 보는 재미도 있었다. 색감이랑 카메라 연출이 영화 분위기랑 잘 어울림 ㅎㄷㄷ,wsfy****,2,0,네티즌
9,2026.05.29 12:19,공간 자체가 주는 공포감이 엄청 큼 폐쇄된 장소에서 오는 답답함이 진짜 현실적으로 느껴짐,opeg****,2,0,네티즌
