score,date,content,writer_id,like_count,dislike_count,source
10,2026.06.03 16:59,무서움이 발끝부터 서서히 나를 잠식해버리는 영화ㄷㄷ몰입하느라 무서워 죽을뻔했어요ㅠㅠ,seoh****,0,2,관람객
10,2026.06.03 16:51,보는내내 숨막혓지만 재밋엇음 ㅋㅋ,cat0****,1,4,관람객
1,2026.06.03 16:36,"영화스토리가 대체 뭘 말하는지도 모르겠고 영화를 보는 내내 기괴하다는 느낌만 받았다 시간,돈이 아까웠다 이 영화본다면 말리고 싶다 내가 본 영화중 최악에 영화다",alru****,52,29,관람객
10,2026.06.03 16:00,정말 재밌어요 시간 날 때 가족들이랑 같이 꼭 한번 보세요^^,fptm****,1,4,관람객
10,2026.06.03 14:44,"유튜브나 짤로 보던 백룸은 애들 장난수준;;큰 화면과 소리, 스토리로 보는내내 긴장감 한가득, 숨통이 꽉 막히는 세련된 공포 그 자체야.몰입이 강해 직접 생존 서바이벌 뛰고 온 기분이야 ~~ 그래서 더욱 더 재밌는!게이머들 심장 단단히 붙잡고 가;;이건 무조건 영화관에서!!",geni****,4,2,관람객
6,2026.06.03 14:44,익숙한 듯 뒤틀린 듯 끝없이 이어지는 미로와 같은 공간에서 나를 뒤쫓는 육중한 괴성을 뒤로한 채 도망치고 달아나다 문득 깨달았다. 이곳은 나를 지키기 위해 만들었고 어린 날 한때는 훌륭히 작동했지만 지금은 되려 나를 가두고 헤매게 하는 과거의 정형화된 회로가 아닌가 하는..,nusn****,0,2,관람객
1,2026.06.03 14:34,백룸 좋아하고 어느정도 다 알고 있는 사람인데요… 영화 보다가 중간에 나온 거 처음입니다 중반에 나온 것도 아님ㅠ 끝의 끝까지 버티다가 나왔구요 재미도 없고~ 감동도 없고~ 색감 살리려고 노력한 거ㅇㅋ 뭔가 예술을 하고 싶었던 것 같긴 한데 엥스럽구 불쾌해요; 무서운 부류의 불쾌함이 아니라 재미 없어서 짜증이 확 남 심리적 압박감? 그런 거 없고 헛웃음 나왔어요ㅋㅋ 괴물도 이게 뭐지… 괴물이라 불러도 되나? 이거 보고 놀라서 팝콘 던졌다는 사람은 그냥 팝콘이 던지고 싶으셨던 것 같아요… 하나 후회됐던 점은 영화 후반에 뭐라도 나올까 싶어서 버텼던 거!! 그냥 더 빨리 나올걸ㅎㅎ 님들은 이거 볼 돈으로 맛있는 거 사드세요>.<,kimm****,35,22,관람객
10,2026.06.03 12:18,나만 당할수 없다!!!  평점 10점 매겨버리기ㅋㅋ,yolo****,56,17,관람객
7,2026.06.03 11:10,미국 20살은 영화를 만들고 있네,bana****,3,6,관람객
7,2026.06.03 08:57,그냥 대사 좀 많은 2시간짜리 백룸 유튜브 영상 본 느낌임,mski****,11,7,관람객
10,2026.06.02 22:19,공포영화 아님. 제법 잘 만든 심리 영화임. 공포를 기대하고 보면 실망할 것.,gack****,81,22,관람객
10,2026.06.02 22:17,간만에 볼 만한 영화였습니다 공포 보고싶으면 추천함,hcm1****,11,6,관람객
8,2026.06.02 21:25,백룸에 남겨져 왜곡된 나의 모습은 어떤 추억인가,jinw****,12,6,관람객
10,2026.06.02 21:24,뭔가 일어날 것 같은 불안감에 계속 긴장하며 보게됨!!!,ljhw****,19,9,관람객
10,2026.06.02 20:11,와 심리적으로 공포를 연출할수도있구나 미쳤다 꼭보셈 꿈에서만 보던걸 영화로 보네,tjsq****,8,5,관람객
10,2026.06.02 20:03,오랜만에 등에 땀이 줄줄 나는 영화였네요 ;; 오늘은 집가서 엄마랑 자야겠다,wlgu****,11,6,관람객
1,2026.06.02 17:16,그들만의 명작 그들만의 10점,edri****,48,38,관람객
8,2026.06.02 17:00,"무섭고 그런건 모르겠고, 굉장히 참신했네요. 후속작이 나와도 좋을듯.",jeik****,11,6,관람객
10,2026.06.02 16:55,"현실과 비현실의 경계를 오가며 긴장감을 끌어올리는 영화였다. 화려한 연출보다는 음산한 분위기와 심리적인 불안감을 통해 몰입하게 만들었고, 보고 난 뒤에도 여러 해석을 생각하게 한다.",poyo****,9,4,관람객
10,2026.06.02 16:05,무섭기도 했지만 답답하고 불안한 감정을 정말 잘 표현한 영화였어용,namm****,32,10,관람객
10,2026.06.02 15:38,처음에는 그냥~~~ 공포 영화라고 생각했는데 보니까 계속 불안감을 주는 영화여서 나도 모르게 더 긴장하면서 봤던거 같아요ㅎㅎㅎ 요즘 날씨에 볼만한 영화네요,hyun****,11,6,관람객
1,2026.06.02 15:31,앞으로 살면서 이것 보다 재미없는 영화 나오기 힘듬.,oosc****,52,25,관람객
10,2026.06.02 15:27,"오랜만에 스릴 넘치는 영화 본것 같음,, 무섭다 ㅠㅠ",yoon****,6,3,관람객
2,2026.06.02 14:40,나올때 사람들 다 뭐라고 하면서 나옴,sich****,33,23,관람객
10,2026.06.02 14:30,"무서워여,,, 기대이상으로 재밌게 봤어요!! 츄천추천",ddoo****,5,4,관람객
10,2026.06.02 14:20,초반에는 좀 잔잔한가 했는데 뒤로 갈수록 긴장감이 엄청 올라가네요 후후...,mgk6****,7,4,관람객
10,2026.06.02 14:17,색다른 공포를 찾는 분들에게 추천추천합니다 야르!!무서워서 배아파요ㅠㅠㅠ,dan_****,6,3,관람객
10,2026.06.02 14:11,짜릿한공포 진짜 에어컨이 따로없어요ㅋㅋㅋ올여름 최고의 공포영화네요! ㅋㅋ 강추합니다,qhgu****,3,6,관람객
10,2026.06.02 13:51,기대 없이 봤는데 생각보다 볼만했음! 뻔하지 않아서 시간 잘 흘러가고 신박했음,aydm****,2,2,관람객
6,2026.06.02 11:04,백룸 세계관을 모르더라도 적당히 알 수 있게끔  잘 나온거 같다.,blue****,3,1,관람객
10,2026.06.02 10:54,엄청 무섭고 진짜 오랜만에 ㅜ 오싹해지네여 ..,ekgp****,2,2,관람객
4,2026.06.02 10:42,무슨얘기인지 암튼후반30분제외 그닥재밌지는않아요!백룸알고 가시는분은추천합니다,0907****,5,5,관람객
10,2026.06.02 10:20,스릴감 넘치고 심장 쪼그라들게 만드는영화괜히 길가다 뒤돌아보게 만든다 !!,woce****,4,4,관람객
10,2026.06.02 10:10,와 이거 감도 천재인듯 ㄷㄷ 완전 숨죽이고 집중해서 봤네요 끝나고 내려가는데 소름 제대로 돋음;;,blac****,3,3,관람객
10,2026.06.02 09:48,진짜 너무 무서워요 제대로 더워지기전에 더위 날리고갑니다 ~.~,xx_o****,5,3,관람객
1,2026.06.02 09:36,진짜 돈아깝고 재미없다,scnr****,14,10,관람객
9,2026.06.02 09:02,단 1분1초도 방심할수 없는 극강의 리얼 공포!,robo****,16,12,관람객
10,2026.06.02 08:59,와 엉화보는내내 어깨 경직되어 있다가 다끝나고 폈네ㅠㅠ 다들 개추요!,ehdg****,6,2,관람객
10,2026.06.02 06:23,무조건 사운드 터지는 돌비 상영관에서 보시는거 추천드려요,apri****,7,4,관람객
10,2026.06.02 03:20,오히려 악플다는게 알바일듯 케바케지만 진짜 재밌게 잘 봤어여 유튜버 어쩐다 해서 기대안하고 본건 사실이나 몰입감도 좋고 볼만했슴돠,hhyo****,5,7,관람객
2,2026.06.02 01:15,"사람들이 좋아했던 백룸은 끝없이 이어지는 괴상한 공간에 이유도 모른채 떨어져 어떻게든 다시 나가기 위해 그 큰 공간을 돌아다니는 내용임. 그 공간에서 불쾌한 골짜기, 즉 익숙한듯 낯선 분위기(분명 인간이 만든 것 같지만 아닌 구조물들)에서 공포를 느끼는거고 엔티티라는 괴물이 그 공포감을 더해주는 것이 백룸 영상의 매력이라고 생각함.하지만 이 영화는 인물들의 심리적인 요인과 백룸을 어거지로 묶어놓은듯한 느낌이 들어서 몰입이 그다지 안되었고 공포도, 심오함도 전혀 잡지 못한 것 같음. 사실 주인공이 백룸을 발견하고 예기치 못한 사고가 아닌 직접 들어가는 장면부터 '이러면 나중 이야기가 어떻게 되는거지?' 라는 생각이 들었음. 제일 인상깊었던 장면이 인트로 하나뿐이었음..그리고 그 인트로 장면 마저 결국 다뤄지지 않고 끝남. 그래도 '개를 알지 못하는 사람에게 개에 대해 설명해주고 개를 그려보라 한 격'라는 말을 몇번이나 해주며 백룸의 모든 공간과 그 안의 엔티티는 모두 기억으로 만들어 졌다, 추상화 된 것이다 라는 컨셉이 주제가 된 것은 괜찮다고 느꼈음.",sjkm****,68,27,관람객
10,2026.06.02 00:53,억지 점프스케어가 없었고 공간 연출로 공포감을 조성하는게 새롭게 다가와서 좋았습니다,wall****,5,3,관람객
10,2026.06.02 00:41,다 끝나고 영화관 문 열리고 나오는데 순간 출구 못찾을까봐 걱정함 ㅋㅋㅋ긴장했네 꿀잼~,rlaw****,7,3,관람객
1,2026.06.02 00:17,이왕 보신다면 리클라이너관에서 보시는걸 추천드립니다. 방금 보고 왔고 영화계의 프로포폴이라도 해도 될 정도 입니다. 영화 시작후 몇분 후면 수면에 들어갈 수 있습니다.,idma****,85,56,관람객
8,2026.06.02 00:08,"미친 영상미와 사운드 속에서 같이 미쳐가는 느낌을 재현하는게 목적이었다면 성공. 그렇지만 일반적인 카타르시스를 주려고 했던 거라면 실패... 원작과 달리 굉장히 심오한데.. 백룸 소재 쓰는 김에 거기에 뭔가 인간의 자아? 정신? 을 빗대고 싶었던 거 같긴 한데 결론적으로 뭘 말하고 싶은 건지는 전혀 감이 안옴. 그냥 일반적인 공포영화의 도파민과 시원함을 바라는 사람이라면 그 기대치에는 못 미칠 것. 철학적인 거, 의미부여하는거 좋아하면 볼 법은 한데 또 그렇게까지 여러 생각을 하게 만들 수 있을 만큼 영화 내 요소가 다양하진 않음. 전체적으로 처음부터 끝까지 굉장히 답답한 느낌을 주는데 그 느낌이 우리가 아는 백룸의 본질에 제일 근접한 감상일거 같긴 함. 특유의 답답함을 잘 살리긴 했으나 원작 백룸과는 많이 다르다고 느꼈음. 그리고 결론적으로 많이 무서움 생각보다 잔인하기도 하다",kizr****,5,0,관람객
10,2026.06.02 00:03,너무 재미있고 좋아요 추턴,alst****,3,3,관람객
10,2026.06.01 23:37,조여오는 스릴이 진짜 레게노입니다. 시간 가는 줄 모르고 봤읍니다 레전드영화네여,tkdd****,8,2,관람객
10,2026.06.01 23:20,상영관에 나 혼자였고 다보고 나오니 환풍기 소리만 들리는 매표소를 지나며 영화에서 들리던 특유의  노이즈랑 비슷해서 참 신박하게  만들었네 했다 연기 잘하고 재미있었다,mun5****,4,1,관람객
8,2026.06.01 23:14,"초반에 졸릴수있음, 큐브나 28년후처럼 세계관을 점점 늘리는 식의 영화라고 생각함.그렇게 생각하면 참신하고 재밌음 백룸 인테리어의 공포에 초점, 시리즈로 이어갈수있는빌드를 잘 쌓은거같다. 굿굿",gogo****,1,0,관람객
10,2026.06.01 23:06,일반적인 공포조성보단폐쇄적 공간에  공포감을만들어내는점이상당히 인상깊었습니다,garm****,3,1,관람객
10,2026.06.01 23:02,스토리도 좋고 연출의 힘이 돋보이는 영화입니다강추!,gusd****,4,1,관람객
9,2026.06.01 22:44,뭔가 별거 없어보이는데 처음부터 끝까지 몰입감이 장난이 아니다,dlgh****,3,0,관람객
10,2026.06.01 22:43,심리적인 압박감이 진짜 대박.. 쉽게 만든 공포물이 아니라고 느껴졌어요.. 강추!!,kims****,4,2,관람객
10,2026.06.01 22:25,오랜만에 기분 나쁜 소름 돋는 분위기를 너무 잘 구현했음 . 집가는데 살짝 무서웠음 여운 굳굳,aa12****,3,1,관람객
10,2026.06.01 22:21,올여름 진짜 제일 무서운거같아요 서늘해지는 느낌 ㅜ아무섭다 진짜 ㅜㅜ,minw****,1,1,관람객
10,2026.06.01 22:17,공간이 주는 압박감 장난 아님... 영화 끝나고 상영관 문 열고 나오는데 복도가 순간 백룸처럼 보여서 소름 돋았음,7wow****,1,1,관람객
10,2026.06.01 22:10,탈출구 없는 그 답답함이 스크린 뚫고 느껴져서 몰입감 짱,minj****,1,0,관람객
10,2026.06.01 22:07,오랜만에 볼만한 영화였네!!!이건 영화관 가서 꼭 한 번 봐야함,yssd****,1,0,관람객
10,2026.06.01 21:54,조여오는 스릴이 진짜 개도랏맛 집중 잘 못하는데 시간 가는 줄 모르고 봄,wjd5****,1,0,관람객
10,2026.06.01 21:37,"갑툭튀 심한 건 짜증만 나는데, 이건 끝난 뒤에도 잔상이 계속 남는 기분 나쁜 공포임 예매 대성공",xcxc****,2,0,관람객
10,2026.06.01 21:30,05년생이 이런 연출을 할수가 없음 진짜 나이 알게 됬는데 개소름,dlwn****,2,0,관람객
10,2026.06.01 21:26,와 진짜 계속 긴장하면서 보느라 숨막혀 죽는줄 알았네….. 진짜 긴장감 말 안되네요 꼭 보고 두 번 보세요 …..,gywn****,3,0,관람객
1,2026.06.01 21:21,진짜 시간 개아깝네 10점 장난함? 난해하다못해 뇌가 잠이 더 현명한거라고 가스라이팅함 전체적으로도 별로지만 부분부분 최악임 평점 처음써보는데 8점인게 ㄹㅇ 내가 다른세계 사람인가 해서 써봄 이거 볼 돈으로 군체 한번 더보는게 훨신 보람차다 댓글알바 니들 돈 아니니까 안아깝지? 좋아요좀 눌러주셈 10점밑에 있으면 현타올거같음,wjdq****,48,20,관람객
10,2026.06.01 21:19,인터넷에서 백룸 짤 한 번이라도 찾아봤던 사람? 그거 극장 스크린으로 구현된 거 보면 진짜 카타르시스 미칩니다.,djaw****,2,0,관람객
10,2026.06.01 21:14,자극적인 피칠갑 없이 오직 연출이랑 분위기로만 대가리 깨부수는 영화,soow****,2,0,관람객
10,2026.06.01 21:07,오랜 팬이어서 봤는데 기대 이상이었어요..!! 감독님 천재이신거 같아요!! 이걸 어떻게 이렇게 풀어낸거죠!!,ysms****,3,0,관람객
10,2026.06.01 21:03,유튜버 감독이라해서 궁금했었는데 세계관 미쳤음..영화관에서 보시길 추천 유튜버 해석 찾아보는거도 재밌음,craz****,3,0,관람객
10,2026.06.01 20:11,"ㄹㅇ 기분 나쁜 소름 돋는 분위기가 너무 잘 연출됨... 집가서도 계속 소름끼칠거같음,,,,",goon****,4,1,관람객
10,2026.06.01 20:02,백룸 기대하고 본 사람들한테 정말 백룸적 장면에 대해선 원없이 보여줌,jha9****,3,1,관람객
10,2026.06.01 19:52,시간 가는 줄 모르고 본 영화는 진짜 오랜만..뭔가 색다르고 독특한 공포영화 보고싶으면 추천합니다 무서운데 여름에 더위 싹 가시겠다기대 안하고 봤는데 너무 기대 이상이라 좋았다,dg11****,4,1,관람객
10,2026.06.01 19:39,공간이 주는 압도감이 엄청나요. 극장에서 보길 진짜 잘함,rlat****,3,1,관람객
10,2026.06.01 19:35,..공포영화 못보는데.. 안볼수도없고 볼수도없고 긴장감 ㄹㅈㄷ,laur****,1,1,관람객
10,2026.06.01 19:33,몰입 쩔고 압박감 미쳤다..감독 유튜버 맞나 ㅋㅋㅋ유튜버 진입장벽 높더,imli****,5,0,관람객
10,2026.06.01 19:31,잔인한 장면 하나 없는디 소름 돋아여..유튜버가 만든건줄 모르고 봤는데 영상미 미쳤..ㄷ,ej95****,1,1,관람객
10,2026.06.01 19:23,기분 나쁜 소름 돋는 분위기를 너무 잘 구현함... 여운 오래 갈 듯 잉,ehdf****,1,1,관람객
10,2026.06.01 19:17,마지막 장면 진짜 레전드에요 ... 집에 가는데 소름 돋음 ... 보길 진짜 잘한거 같아요 굳굳,seam****,3,1,관람객
10,2026.06.01 19:10,주인공들이 대체 저길 어떻게 탈출할지 보면서 계속 뇌세포 풀가동하게 됨ㅋㅋㅋ 방탈출 매니아들은 무조건 가라,mgs0****,1,2,관람객
10,2026.06.01 19:09,탈출구 없는 그 숨 막히는 답답함이 스크린을 뚫고 그대로 꽂히더라고요. 기괴한 공간감에 압도돼서 러닝타임 내내 강제 몰입 당했습니다.,qkrw****,1,1,관람객
10,2026.06.01 18:57,"와.. 유튜버가 만든 영화라고 해서 걱정하기는 했는데,, 진짜 퀄리티 내용 전부 너무좋았어요..",kab0****,2,0,관람객
10,2026.06.01 18:54,스릴감 미쳤다.. 괜히 내가 숨게 되네 너무 몰입해서 등에 땀났음..,doe0****,1,1,관람객
10,2026.06.01 18:50,영화 끝나고 나오는데 영화관 복도가 너무 무서워요ㅋㅋㅋ왜이렇게 무섭죠 이거??? 근데 영화 너무 재밌어서 친구한테도 추천하고싶어요 같이 무서워야 기분 좋죠~,seou****,1,2,관람객
10,2026.06.01 18:49,"기괴한데 자꾸 보게 되고, 보고 나서도 좀 남는 영화",cia3****,2,2,관람객
10,2026.06.01 18:48,집가는데 자꾸 돌어보게되요 ..심리적으로 조여오는 느낌 ..!!생각보다 재미있습니다 !!!!,algh****,1,1,관람객
10,2026.06.01 18:47,끝나고 불 켜지니까 그제야 긴장이 풀리더라고요ㅋㅋ 확실히 극장에서 봐야 더 몰입되는 영화 같음,ndh9****,2,0,관람객
10,2026.06.01 18:33,감독 20살이라던데 진짜 미래가 기대되네.. 사운드가 개미쳤음 진짜 기괴하면서도 뭔가 불쾌한 그 기류를 진짜 잘뽑아낸듯 깜놀 장면 몇개 있긴한데 억지스럽지 않아서 좋았음,dudt****,2,0,관람객
10,2026.06.01 18:32,끝나고 엘베 타는데 괜히 좀 무서움.. 몰입감 장난아닌듯 ㅋㅋ,josh****,2,0,관람객
10,2026.06.01 18:17,심리적으로 조이는거 좋아하시는분 꼭. 꼭 봐보세요 . 쫄깃한 느낌 개쩜미댜!,yunj****,2,0,관람객
10,2026.06.01 17:44,맨날 왁!! 하고 깜짝 놀라게만 하는 뻔한 공포 영화들 질렸으면 무조건 이거 예매하셈. 결이다름,wjdg****,2,0,관람객
10,2026.06.01 17:42,진짜 공간이 다 했음... 사람 미치게 만드는 특유의 불쾌함이 스크린 뚫고 나옴,ghql****,2,0,관람객
10,2026.06.01 17:25,심리적 압박감 + 몰입도 최고 !끝나고도 자꾸 뒤 돌아보게 되는 영화 …,soom****,1,1,관람객
10,2026.06.01 17:13,"참신한 스릴러, 너무 재밌었고 무서웠고 또 보고싶어요!",qkrw****,1,1,관람객
10,2026.06.01 17:06,깜놀 모먼트는 없지만 그냥 조용한 상태가 제일 긴장되고 무서움.... 기괴한 느낌이 주는 공포가 장난 아니었음 ㅠㅠ,chlg****,2,0,관람객
4,2026.06.01 16:25,백룸 세계관에 대해서 아예 모른다구요? 영화 보지 마십쇼,teas****,9,4,관람객
10,2026.06.01 15:55,오랜만에 재밌는 영화 찾았어요ㅜㅜ 자꾸 머릿속으로 한 장면 놓치면 유튜브인 줄 알고 뒤로가기 버튼 누르고 싶은 영화였습니다 추천!!,rygm****,1,3,관람객
10,2026.06.01 14:17,와 몰입감 미침.. 주인공한테 과몰입해서 같이 탈출구 찾다가 머리 깨지는 줄 알았네,ssk1****,1,6,관람객
10,2026.06.01 14:11,오랜만에 팝콘 먹는 것도 까먹고 집중해서 봄.다 끝나니까 손에 팝콘통 그대로 들려있더라,soye****,1,6,관람객
10,2026.06.01 14:02,피 한 방울 안 튀기는데 사람 정신을 은은하게 피말림. 역대급으로 기분 불쾌한데 묘하게 중독성 있는 공포임,bs06****,1,5,관람객
7,2026.06.01 13:44,흠…뭔 얘기지. 느껴야하는 영화같은데 난 못느꼈다.,ghlr****,7,2,관람객
10,2026.06.01 12:44,압도적 공간 연출과 무서운 분위기 덕분에 극장에서 볼 가치가 충분하다,dhun****,1,2,관람객
10,2026.06.01 10:18,너무 재밋어요 완전굳이에요,eogk****,2,2,관람객
1,2026.06.01 10:08,유튜브 단편으로는 너무 기대가됐는데 장편영화로는 서사가 너무길었고 지루하고 심지어 난해함...계속 아우지겨워 이런상태로 봄 중간에 그냥 나가고싶은 영화는 이게 처음이었음..,imta****,46,33,관람객
10,2026.06.01 10:06,짜릿짜릿하고 재밌어요! 이번 영화 순위 왜 2위인지 알겠어요 다들 꼭 보세요;;,crim****,0,2,관람객
10,2026.06.01 10:04,극장에서봐야 몰입최고에요!!!간만에 레전드 영화봐서 행복해요 돈 안아까움,ayun****,1,1,관람객
10,2026.06.01 07:11,"극장 큰 스크린과 빵빵한 사운드로 보니까 몰입감이 장난 아니네요!?갑자기 괴물이 툭 튀어나와서 놀라게 하는 뻔한 공포 영화가 아니라, ""여기에 갇히면 절대 못 나가겠다"" 싶은 숨 막히는 공간의 압박감과 기괴한 분위기로 사람을 서서히 옥죄어 옵니다.",ruaa****,3,1,관람객
6,2026.06.01 06:48,감당할 수 없는 판도라의 상자를 잘못 열어 산으로 간 느낌...,maum****,9,4,관람객
10,2026.06.01 00:31,"이 세계는 과연 시뮬레이션의 가상 세계인가?위 가설을 토대로 백룸은 그 세상속에 존재하지 않는? 존재해서는 안될 공간을 표현한 영화 같아요,제가 본 영화중에 단연코 역대급이라고 생각함",dltj****,2,2,관람객
7,2026.06.01 00:17,"개인적으로 백룸은 ‘그 공간을 접한 사람의 기억을 어설프게 복제하는 곳’이라고 해석됩니다.메리가 어린 시절 어머니와 함께 보냈던 '집'이라는 공간도 어설프고 모호한 형태로 생성되었고,해적괴물 역시 클락의 모습을 닮았지만 어딘가 불완전한 외형을 띠고 있었던 것이라 생각합니다.그리고 메리가 백룸에서 클락을 처음 마주했을 때, 클락은 ""당신(메리)이 너무 시끄럽게 해서 숨어있었다""고 말했는데, 이는 불완전한 공간(백룸)에 결함이 없는 '완전한 존재(메리)'가 들어오면서 발생한 균열을 의미하는 것 아닐까 싶습니다.위와 같은 의미가 있다면, 괴물이 클락과 조우했을 때 그를 곧바로 해치지 않고 잠시 살려둔 이유도 약간 풀이가 됩니다. 백룸에서 클락은 스스로를 '불완전한 존재'로 여기고 있었지만 이후 메리와의 식탁 상담 장면에서 클락은 ""나 자신을 바꾸려 하지 않아도 될사람, 결국 바뀌지 않아도 될 사람""이라며 자신의 상태를 정당화합니다. 이는 역설적으로 스스로를 '완전한 존재'로 선언한 셈입니다. 때문에 괴물은 클락의 이러한 심리적 변화를 알아차리고, 그가 완전해진 순간 그를 삼켜버린 것이 아닐까 합니다. 괴물이 어떻게 클락과 메리를 찾은건지는 모르겠으나, 클락과 메리가 처음 백룸에 들어갔을때, 괴물이 근처에 다가왔다는것을 보면, 백룸의 균열을 쉽게 알아차리는 일종의 파수꾼 존재가 아닐까 싶습니다.",ufo0****,14,6,관람객
9,2026.05.31 23:33,"가장 우선적으로 우리가 아는 기본적인 공포영화와는 많이 다름.지루한걸 못 견디는 현대인이 싫어할 것 같은 영화. 하지만 백룸의 팬을 지극히 생각해서 만든 영화임은 확실한듯 함.영화가 끝난 후 가장 크게 생각이 되는건 내가 생각하는 과거의 나는 과연 뒤틀려있지 않은가.그 다음으로는 내가 기억을 하고 있는 것 들이 과연 올바르게 기억하고 있는게 맞는가, 의심을 가지게 됨.남,녀 주인공이 미러링으로 하는 대사가 있음. 이 것이 영화가 말하고자 하는 기둥임은 확실함. 그 기둥을 이해하기 위해 처음부터 끝까지 모든 것을 집중해야 함.",3578****,6,2,관람객
10,2026.05.31 23:24,불안불안한 분위기 연출을 잘해서 집중되고 진짜 내가 미로에 갇힌 듯한 느낌도 받은 영화로 재밌게 봤습니다 굿굿!!,kkb2****,1,2,관람객
1,2026.05.31 23:11,이게 뭔가요?... 아..내 시간..돈..ㅠ,yun8****,37,31,관람객
10,2026.05.31 22:34,백룸 생각보다 찝찝해서 좋았음막 무서운 귀신 나오는 공포라기보단 공간 자체가 사람 미치게 하는 느낌 그게 또 백룸 같긴 함보고 나면 노란 복도 좀 생각남 ㅋㅋ,gwde****,1,2,관람객
1,2026.05.31 22:28,불쾌해지고 싶다면 추천합니다,quee****,44,33,관람객
10,2026.05.31 22:28,백룸이라는 설정을 안 해침,save****,2,4,관람객
4,2026.05.31 22:17,솔직히 세계관 잘 모르는 사람 입장에서 끝나고 엥???? 했어요,quin****,28,19,관람객
10,2026.05.31 22:09,여름에 서늘하게 잘봤어요!! 너무무섭네요정말 ㅠㅠ,ks93****,0,2,관람객
10,2026.05.31 22:06,완전 재미있게 봤고 친구랑도 다시 또 보고싶어요…!!,yooh****,0,2,관람객
10,2026.05.31 21:28,완전 무서워서 집 못가겠어요 너무 무서운데 잼나용!!!,ahjs****,2,3,관람객
6,2026.05.31 21:27,기괴함 공포영화기는 한데 막 그저 놀래키거나 무섭기만한 영화는 아니고 비바리움 영화랑 되게 비슷함 영화 해석하는거 좋아하는 분들은 보세요,yimm****,8,3,관람객
10,2026.05.31 20:57,올해 본영화중에서 가장 무섭고 소름돋는 영화 이보다 무서운영화가있을까?,chan****,1,1,관람객
10,2026.05.31 20:49,1인 자취러 들은 이 영화를 보고 나면 우리 집 공간감이 달라짐을 느낌... ㅋㅋㅋ 오랜만에 쫄깃했다.,wiki****,2,2,관람객
10,2026.05.31 20:38,아 진짜 너무 무서워요...ㄷㄷ 공포영화 못봐서 영화 대부분 가렸는데ㅋㅋㅋ아 다시봐야하나..,rlaw****,1,1,관람객
10,2026.05.31 20:35,진짜 너무너무 무서워서 오늘은 선풍기 안틀어도 될듯,wjdg****,1,1,관람객
7,2026.05.31 20:29,무너진 내면과 기억의 기이한 형상화.,yjbg****,0,1,관람객
1,2026.05.31 20:21,"아닠ㅋ 백룸 재난생존물 기대하고 가시면 돈 버립니다. 내가 설정을 잘 몰라서 그런가 아니 설정 다 알고 봐도 진짜 노잼일것같음 무슨 백룸을 철학영화로 만들어놨는데 그렇다고 잘 만든 철학영화도 아니고..뭔가를 애써 투영하려고 하는건 응 알겠고(모르겠고) 세트장은 잘만들었는데 그 기괴하고 음산한 공간에서 우리가 기대하는 그 모든걸 안보여줌. 괴물이 없더라도 공간 자체의 압도감, 광대함, 막막함 등을 기대하는게 백룸인데, 없음. 있다가요? 아니 그냥 없어요",hidy****,47,27,관람객
8,2026.05.31 20:00,수많은 방들처럼 해석의 여지가 분분할 듯함,wu20****,1,1,관람객
2,2026.05.31 19:49,영화 관람후 출구쪽 나오니 다음 타임 보려 줄지어 서 있는 사람들을 보니 나와는 다른 세계관을 가졌구나싶은...전 아이때문에 보호자자격으로 강제로 끌려갔다 백룸 탈출 한거임,happ****,11,6,관람객
1,2026.05.31 19:36,이영화는 처음부터 개를 모르는상태에서 설명으로만 개를 그리라고 시키는 것과 같은 맥락의 개OOO임,tlfq****,55,25,관람객
1,2026.05.31 19:18,"내용 이해 x , 결말도 이상함 그냥 어린얘가 만든 거 같음",sdw2****,39,28,관람객
10,2026.05.31 18:41,캬 익숙한 장면도 보이기도 하고 세계관 확립을 잘 한 것 같아서 진짜 재밌게 봤습니다.,wlso****,2,2,관람객
1,2026.05.31 18:31,이건 아니야... ?.,cmbk****,39,18,관람객
5,2026.05.31 18:11,와 간만에 봤던 영화중에 정말 재미없게 봤네요. 이게 어떻게 평점이 높을수가 있는지 정말 이해할수가 없네요,holl****,26,22,관람객
10,2026.05.31 17:52,어떠한 울림이 있는 영화,dleh****,2,2,관람객
6,2026.05.31 17:27,장님이 코끼리대신 공포영화를 더듬고있다.,kyun****,7,2,관람객
10,2026.05.27 10:28,파운드 푸티지 장면이 인상 깊었음. 남들은 유튜브 영상이랑 다를 게 없다고 까는데 오히려 이런 점이 백룸 세계 속 몰입감과 공포감을 극대화시키는 듯. 공포영화치고 갑툭튀나 고어 없이 심리적 압박감으로만 쪼여오는 게 신선했음.,pict****,613,22,네티즌
10,2026.05.27 10:50,진짜 비현실 같은데 현실적인 공포로 다가와서 진짜 무섭고 놀랐음. 감독이 천재인듯,psyc****,585,13,네티즌
10,2026.05.27 11:17,괴담매니아는 무조건보세요,tjle****,593,21,네티즌
10,2026.05.27 10:38,간만에 손에 땀났네ㅡ.ㅡ,you_****,515,12,네티즌
10,2026.05.27 11:23,익숙한 공간인데 계속 뭔가 잘못 된 느낌..백룸 특유의 기괴한 공포를 영화로 잘 살림 공포영화 좋아하는 사람이라면 강추!,ctg3****,508,11,네티즌
10,2026.05.27 11:01,A24가 케인 파슨스를 데려다 영화를 찍을 수 밖에 없는 이유,ji_h****,494,10,네티즌
